,state,begin,end,poll_time,poll_date,week,day_of_week,pollster,mode,population,observations,clinton,trump,both,other,p_clinton,n_clinton,n_respondents
28,michigan,2016-05-24,2016-05-26,2,2016-05-25,21,1,Glengariff/Detroit News/WDIV,Live Phone,,600.0,43.0,39.0,82.0,4.0,0.524390243902439,258.0,492.0
0,arizona,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,2609.0,45.0,42.0,87.0,10.0,0.5172413793103449,1174.0,2270.0
1,arizona,2016-11-04,2016-11-06,2,2016-11-05,44,4,Insights West,Internet,,392.0,41.0,43.0,84.0,8.0,0.4880952380952381,161.0,329.0
2,arizona,2016-11-04,2016-11-06,2,2016-11-05,44,4,Data Orbital (R),Live Phone,,550.0,44.0,47.0,91.0,8.0,0.4835164835164835,242.0,500.0
3,arizona,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,354.0,43.0,50.0,93.0,7.0,0.46236559139784944,152.0,329.0
4,arizona,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,857.0,42.0,47.0,89.0,0.0,0.47191011235955055,360.0,763.0
5,arizona,2016-11-01,2016-11-02,1,2016-11-01,44,0,Data Orbital (R),Live Phone,,550.0,39.0,47.0,86.0,8.0,0.45348837209302323,214.0,473.0
6,arizona,2016-10-30,2016-11-01,2,2016-10-31,43,6,NBC/WSJ/Marist,Live Phone,,719.0,41.0,46.0,87.0,12.0,0.47126436781609193,295.0,626.0
7,arizona,2016-10-28,2016-11-01,4,2016-10-30,43,5,Lucid/The Times-Picayune,Internet,,1113.0,41.0,42.0,83.0,11.0,0.4939759036144578,456.0,924.0
8,arizona,2016-10-27,2016-11-01,5,2016-10-29,43,4,CNN,Live Phone,,769.0,44.0,49.0,93.0,6.0,0.4731182795698925,338.0,715.0
9,arizona,2016-10-29,2016-10-31,2,2016-10-30,43,5,Saguaro,Internet,,2229.0,45.0,44.0,89.0,11.0,0.5056179775280899,1003.0,1984.0
10,arizona,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,1457.0,43.0,44.0,87.0,10.0,0.4942528735632184,627.0,1268.0
11,arizona,2016-10-29,2016-10-30,1,2016-10-29,43,4,Data Orbital (R),Live Phone,,550.0,41.0,45.0,86.0,6.0,0.47674418604651164,226.0,473.0
12,arizona,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,373.0,43.0,51.0,94.0,5.0,0.4574468085106383,160.0,351.0
13,arizona,2016-10-26,2016-10-28,2,2016-10-27,43,2,CBS/YouGov,Internet,,994.0,42.0,44.0,86.0,9.0,0.4883720930232558,417.0,855.0
14,arizona,2016-10-26,2016-10-27,1,2016-10-26,43,1,Data Orbital (R),Live Phone,,550.0,40.0,42.0,82.0,9.0,0.4878048780487805,220.0,451.0
15,arizona,2016-10-22,2016-10-24,2,2016-10-23,42,5,Saguaro,Internet,,2385.0,48.0,46.0,94.0,6.0,0.5106382978723404,1145.0,2242.0
16,arizona,2016-10-21,2016-10-24,3,2016-10-22,42,4,Monmouth University,Live Phone,,401.0,45.0,46.0,91.0,7.0,0.4945054945054945,180.0,365.0
17,arizona,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,1550.0,41.0,42.0,83.0,16.0,0.4939759036144578,636.0,1286.0
18,arizona,2016-10-17,2016-10-18,1,2016-10-17,41,6,Data Orbital (R),Live Phone,,550.0,41.0,41.0,82.0,8.0,0.5,226.0,451.0
19,arizona,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,355.0,44.0,51.0,95.0,6.0,0.4631578947368421,156.0,337.0
20,arizona,2016-10-08,2016-10-16,8,2016-10-12,41,1,WashPost/SurveyMonkey,Internet,,1028.0,46.0,47.0,93.0,0.0,0.4946236559139785,473.0,956.0
21,arizona,2016-10-10,2016-10-15,5,2016-10-12,41,1,Arizona Republic/Morrison/Cronkite News ,Live Phone,,713.0,43.0,38.0,81.0,11.0,0.5308641975308642,307.0,578.0
22,arizona,2016-10-14,2016-10-14,0,2016-10-14,41,3,HighGround,Live Phone,,400.0,39.0,37.0,76.0,16.0,0.5131578947368421,156.0,304.0
23,arizona,2016-09-23,2016-10-13,20,2016-10-03,39,6,Ipsos/Reuters,Internet,,1665.0,39.0,45.0,84.0,0.0,0.4642857142857143,649.0,1399.0
24,arizona,2016-10-11,2016-10-12,1,2016-10-11,41,0,Data Orbital (R),Live Phone,,550.0,43.0,42.0,85.0,5.0,0.5058823529411764,236.0,468.0
25,arizona,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,556.0,42.0,52.0,94.0,6.0,0.44680851063829785,234.0,523.0
26,arizona,2016-09-28,2016-09-30,2,2016-09-29,39,2,OH Predictive Insights (R),IVR/Live Phone,,718.0,42.0,42.0,84.0,6.0,0.5,302.0,603.0
27,arizona,2016-09-20,2016-09-22,2,2016-09-21,38,1,Data Orbital (R),Live Phone,,550.0,38.0,40.0,78.0,9.0,0.48717948717948717,209.0,429.0
28,arizona,2016-09-02,2016-09-22,20,2016-09-12,36,6,Ipsos/Reuters,Internet,,665.0,42.0,48.0,90.0,0.0,0.4666666666666667,279.0,598.0
29,arizona,2016-09-12,2016-09-14,2,2016-09-13,37,0,Insights West,Internet,,484.0,33.0,37.0,70.0,11.0,0.4714285714285714,160.0,339.0
30,arizona,2016-09-06,2016-09-08,2,2016-09-07,36,1,NBC/WSJ/Marist,Live Phone,,649.0,41.0,42.0,83.0,12.0,0.4939759036144578,266.0,539.0
31,arizona,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,2026.0,46.0,45.0,91.0,0.0,0.5054945054945055,932.0,1844.0
32,arizona,2016-08-17,2016-08-31,14,2016-08-24,34,1,Arizona Republic/Morrison/Cronkite News ,Live Phone,,704.0,35.0,34.0,69.0,9.0,0.5072463768115942,246.0,486.0
33,arizona,2016-08-26,2016-08-28,2,2016-08-27,34,4,PPP (D-NELP) ,IVR/Online,,837.0,43.0,46.0,89.0,0.0,0.48314606741573035,360.0,745.0
34,arizona,2016-08-25,2016-08-27,2,2016-08-26,34,3,OH Predictive Insights (R),IVR/Live Phone,,728.0,40.0,39.0,79.0,8.0,0.5063291139240507,291.0,575.0
35,arizona,2016-08-18,2016-08-23,5,2016-08-20,33,4,CNN,Live Phone,,809.0,44.0,49.0,93.0,7.0,0.4731182795698925,356.0,752.0
36,arizona,2016-08-02,2016-08-05,3,2016-08-03,31,1,CBS/YouGov,Internet,,1095.0,42.0,44.0,86.0,9.0,0.4883720930232558,460.0,942.0
37,arizona,2016-06-22,2016-06-23,1,2016-06-22,25,1,PPP (D-Americans United for Change/Constitutional Responsibility Project) ,IVR/Online,,691.0,40.0,44.0,84.0,0.0,0.47619047619047616,276.0,580.0
38,arizona,2016-06-20,2016-06-20,0,2016-06-20,24,6,OH Predictive Insights (R),Automated Phone,,1060.0,47.0,42.0,89.0,6.0,0.5280898876404494,498.0,943.0
39,arizona,2016-06-11,2016-06-20,9,2016-06-15,24,1,GQR (D-Democracy Corps/Women's Voices Women Vote),Live Phone,,300.0,43.0,48.0,91.0,6.0,0.4725274725274725,129.0,273.0
40,arizona,2016-05-13,2016-05-15,2,2016-05-14,19,4,PPP (D),IVR/Online,,896.0,38.0,40.0,78.0,8.0,0.48717948717948717,340.0,699.0
41,arizona,2016-04-04,2016-04-11,7,2016-04-07,14,2,Behavior Research Center,Live Phone,,564.0,42.0,35.0,77.0,0.0,0.5454545454545454,237.0,434.0
0,minnesota,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,1292.0,46.0,39.0,85.0,12.0,0.5411764705882353,594.0,1098.0
1,minnesota,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,330.0,50.0,46.0,96.0,4.0,0.5208333333333334,165.0,317.0
2,minnesota,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,762.0,44.0,36.0,80.0,0.0,0.55,335.0,610.0
3,minnesota,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,773.0,46.0,37.0,83.0,13.0,0.5542168674698795,356.0,642.0
4,minnesota,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,316.0,50.0,47.0,97.0,3.0,0.5154639175257731,158.0,307.0
5,minnesota,2016-10-22,2016-10-25,3,2016-10-23,42,5,SurveyUSA/KSTP-TV,IVR/Online,,656.0,49.0,39.0,88.0,10.0,0.5568181818181818,321.0,577.0
6,minnesota,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,566.0,47.0,36.0,83.0,14.0,0.5662650602409639,266.0,470.0
7,minnesota,2016-10-20,2016-10-22,2,2016-10-21,42,3,Mason-Dixon/Star Tribune,Live Phone,,625.0,47.0,39.0,86.0,8.0,0.5465116279069767,294.0,538.0
8,minnesota,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,329.0,51.0,46.0,97.0,4.0,0.5257731958762887,168.0,319.0
9,minnesota,2016-09-23,2016-10-13,20,2016-10-03,39,6,Ipsos/Reuters,Internet,,689.0,43.0,36.0,79.0,0.0,0.5443037974683544,296.0,544.0
10,minnesota,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,497.0,50.0,47.0,97.0,4.0,0.5154639175257731,248.0,482.0
11,minnesota,2016-09-02,2016-09-22,20,2016-09-12,36,6,Ipsos/Reuters,Internet,,578.0,43.0,36.0,79.0,0.0,0.5443037974683544,249.0,457.0
12,minnesota,2016-09-16,2016-09-20,4,2016-09-18,37,5,SurveyUSA/KSTP-TV,IVR/Online,,625.0,46.0,39.0,85.0,9.0,0.5411764705882353,288.0,531.0
13,minnesota,2016-09-12,2016-09-14,2,2016-09-13,37,0,Mason-Dixon/Star Tribune,Live Phone,,625.0,44.0,38.0,82.0,8.0,0.5365853658536586,275.0,512.0
14,minnesota,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,2054.0,49.0,40.0,89.0,0.0,0.550561797752809,1006.0,1828.0
0,virginia,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,2183.0,49.0,41.0,90.0,9.0,0.5444444444444444,1070.0,1965.0
1,virginia,2016-11-01,2016-11-06,5,2016-11-03,44,2,Christopher Newport,Live Phone,,1193.0,48.0,42.0,90.0,6.0,0.5333333333333333,573.0,1074.0
2,virginia,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,344.0,50.0,44.0,94.0,7.0,0.5319148936170213,172.0,323.0
3,virginia,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,636.0,46.0,41.0,87.0,0.0,0.5287356321839081,293.0,553.0
4,virginia,2016-11-03,2016-11-04,1,2016-11-03,44,2,PPP (D),IVR/Online,,1238.0,48.0,43.0,91.0,6.0,0.5274725274725275,594.0,1127.0
5,virginia,2016-11-01,2016-11-02,1,2016-11-01,44,0,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,,3076.0,46.0,44.0,90.0,6.0,0.5111111111111111,1415.0,2768.0
6,virginia,2016-10-29,2016-11-01,3,2016-10-30,43,5,Roanoke College,Live Phone,,654.0,45.0,38.0,83.0,8.0,0.5421686746987951,294.0,543.0
7,virginia,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,2089.0,48.0,38.0,86.0,11.0,0.5581395348837209,1003.0,1797.0
8,virginia,2016-10-30,2016-10-30,0,2016-10-30,43,5,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,,1106.0,48.0,43.0,91.0,4.0,0.5274725274725275,531.0,1006.0
9,virginia,2016-10-27,2016-10-30,3,2016-10-28,43,3,Washington Post/GMU,Live Phone,,1024.0,48.0,42.0,90.0,10.0,0.5333333333333333,492.0,922.0
10,virginia,2016-10-26,2016-10-30,4,2016-10-28,43,3,Hampton University,Live Phone,,802.0,41.0,44.0,85.0,0.0,0.4823529411764706,329.0,682.0
11,virginia,2016-10-23,2016-10-30,7,2016-10-26,43,1,Winthrop University,Live Phone,,712.0,44.0,39.0,83.0,9.0,0.5301204819277109,313.0,591.0
12,virginia,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,337.0,50.0,46.0,96.0,4.0,0.5208333333333334,168.0,324.0
13,virginia,2016-10-23,2016-10-26,3,2016-10-24,42,6,Christopher Newport,Live Phone,,814.0,46.0,39.0,85.0,8.0,0.5411764705882353,374.0,692.0
14,virginia,2016-10-20,2016-10-26,6,2016-10-23,42,5,Quinnipiac,Live Phone,,749.0,50.0,38.0,88.0,7.0,0.5681818181818182,374.0,659.0
15,virginia,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,2459.0,48.0,39.0,87.0,11.0,0.5517241379310345,1180.0,2139.0
16,virginia,2016-10-20,2016-10-22,2,2016-10-21,42,3,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,,1787.0,48.0,43.0,91.0,4.0,0.5274725274725275,858.0,1626.0
17,virginia,2016-10-16,2016-10-19,3,2016-10-17,41,6,Christopher Newport,Live Phone,,834.0,45.0,33.0,78.0,17.0,0.5769230769230769,375.0,651.0
18,virginia,2016-10-17,2016-10-18,1,2016-10-17,41,6,Lucid/The Times-Picayune,Internet,,802.0,43.0,38.0,81.0,12.0,0.5308641975308642,345.0,650.0
19,virginia,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,334.0,50.0,46.0,96.0,4.0,0.5208333333333334,167.0,321.0
20,virginia,2016-10-08,2016-10-16,8,2016-10-12,41,1,WashPost/SurveyMonkey,Internet,,1644.0,54.0,41.0,95.0,0.0,0.5684210526315789,888.0,1562.0
21,virginia,2016-10-12,2016-10-15,3,2016-10-13,41,2,Tarrance (R-Virginia Chamber of Commerce),Live Phone,,500.0,47.0,38.0,85.0,5.0,0.5529411764705883,235.0,425.0
22,virginia,2016-10-11,2016-10-14,3,2016-10-12,41,1,Christopher Newport,Live Phone,,809.0,44.0,29.0,73.0,22.0,0.6027397260273972,356.0,591.0
23,virginia,2016-09-23,2016-10-13,20,2016-10-03,39,6,Ipsos/Reuters,Internet,,1075.0,49.0,39.0,88.0,0.0,0.5568181818181818,527.0,946.0
24,virginia,2016-10-02,2016-10-06,4,2016-10-04,40,0,Roanoke College,Live Phone,,814.0,45.0,36.0,81.0,9.0,0.5555555555555556,366.0,659.0
25,virginia,2016-09-28,2016-10-02,4,2016-09-30,39,3,Hampton University,Live Phone,,800.0,46.0,34.0,80.0,0.0,0.575,368.0,640.0
26,virginia,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,510.0,45.0,50.0,95.0,4.0,0.47368421052631576,230.0,484.0
27,virginia,2016-09-27,2016-09-30,3,2016-09-28,39,1,Christopher Newport,Live Phone,,892.0,42.0,35.0,77.0,20.0,0.5454545454545454,375.0,687.0
28,virginia,2016-09-27,2016-09-28,1,2016-09-27,39,0,PPP (D-Vote Vets Action Fund),IVR/Online,,811.0,46.0,40.0,86.0,8.0,0.5348837209302325,373.0,697.0
29,virginia,2016-09-21,2016-09-23,2,2016-09-22,38,2,CBS/YouGov,Internet,,1237.0,45.0,37.0,82.0,10.0,0.5487804878048781,557.0,1014.0
30,virginia,2016-09-15,2016-09-23,8,2016-09-19,37,6,Christopher Newport,Live Phone,,1003.0,48.0,38.0,86.0,6.0,0.5581395348837209,481.0,863.0
31,virginia,2016-09-02,2016-09-22,20,2016-09-12,36,6,Ipsos/Reuters,Internet,,532.0,47.0,40.0,87.0,0.0,0.5402298850574713,250.0,463.0
32,virginia,2016-09-13,2016-09-21,8,2016-09-17,37,4,Quinnipiac,Live Phone,,659.0,45.0,39.0,84.0,9.0,0.5357142857142857,297.0,554.0
33,virginia,2016-09-11,2016-09-20,9,2016-09-15,37,2,Roanoke College,Live Phone,,841.0,44.0,37.0,81.0,9.0,0.5432098765432098,370.0,681.0
34,virginia,2016-09-06,2016-09-12,6,2016-09-09,36,3,University of Mary Washington/PSRAI,Live Phone,,685.0,40.0,37.0,77.0,13.0,0.5194805194805194,274.0,527.0
35,virginia,2016-09-09,2016-09-11,2,2016-09-10,36,4,PPP (D),IVR/Online,,878.0,45.0,39.0,84.0,9.0,0.5357142857142857,395.0,738.0
36,virginia,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,2468.0,49.0,41.0,90.0,0.0,0.5444444444444444,1209.0,2221.0
37,virginia,2016-08-24,2016-08-28,4,2016-08-26,34,3,Hampton University,Live Phone,,801.0,43.0,41.0,84.0,0.0,0.5119047619047619,344.0,673.0
38,virginia,2016-08-07,2016-08-17,10,2016-08-12,32,3,Roanoke College,Live Phone,,803.0,48.0,32.0,80.0,11.0,0.6,385.0,642.0
39,virginia,2016-08-09,2016-08-16,7,2016-08-12,32,3,Quinnipiac,Live Phone,,808.0,50.0,38.0,88.0,5.0,0.5681818181818182,404.0,711.0
40,virginia,2016-08-11,2016-08-14,3,2016-08-12,32,3,Washington Post,Live Phone,,707.0,51.0,43.0,94.0,5.0,0.5425531914893617,361.0,665.0
41,virginia,2016-08-04,2016-08-10,6,2016-08-07,31,5,NBC/WSJ/Marist,Live Phone,,897.0,46.0,33.0,79.0,12.0,0.5822784810126582,413.0,709.0
42,virginia,2016-08-02,2016-08-05,3,2016-08-03,31,1,CBS/YouGov,Internet,,1181.0,49.0,37.0,86.0,9.0,0.5697674418604651,579.0,1016.0
43,virginia,2016-07-26,2016-07-27,1,2016-07-26,30,0,RABA Research,Automated Phone,,655.0,42.0,46.0,88.0,7.0,0.4772727272727273,275.0,576.0
44,virginia,2016-07-09,2016-07-12,3,2016-07-10,27,5,Fox News,Live Phone,,601.0,44.0,37.0,81.0,6.0,0.5432098765432098,264.0,487.0
45,virginia,2016-07-09,2016-07-12,3,2016-07-10,27,5,FOX,Live Phone,,601.0,44.0,37.0,81.0,6.0,0.5432098765432098,264.0,487.0
46,virginia,2016-07-05,2016-07-11,6,2016-07-08,27,3,NBC/WSJ/Marist,Live Phone,,876.0,44.0,35.0,79.0,15.0,0.5569620253164557,385.0,692.0
47,virginia,2016-07-06,2016-07-10,4,2016-07-08,27,3,Hampton University,Live Phone,,805.0,39.0,39.0,78.0,0.0,0.5,314.0,628.0
48,virginia,2016-06-13,2016-06-15,2,2016-06-14,24,0,PPP (D),IVR/Online,,1032.0,42.0,39.0,81.0,8.0,0.5185185185185185,433.0,836.0
49,virginia,2016-05-24,2016-05-24,0,2016-05-24,21,0,Gravis Marketing,Automated Phone,,1728.0,45.0,41.0,86.0,14.0,0.5232558139534884,778.0,1486.0
50,virginia,2016-05-09,2016-05-17,8,2016-05-13,19,3,Roanoke College,Live Phone,,610.0,38.0,38.0,76.0,11.0,0.5,232.0,464.0
0,iowa,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,1781.0,38.0,47.0,85.0,16.0,0.4470588235294118,677.0,1514.0
1,iowa,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,342.0,47.0,48.0,95.0,6.0,0.49473684210526314,161.0,325.0
2,iowa,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,595.0,44.0,44.0,88.0,0.0,0.5,262.0,524.0
3,iowa,2016-11-01,2016-11-04,3,2016-11-02,44,1,Des Moines Register/Mediacom/Selzer,Live Phone,,800.0,39.0,46.0,85.0,9.0,0.4588235294117647,312.0,680.0
4,iowa,2016-11-01,2016-11-03,2,2016-11-02,44,1,Loras College,Live Phone,,500.0,44.0,43.0,87.0,6.0,0.5057471264367817,220.0,435.0
5,iowa,2016-11-01,2016-11-02,1,2016-11-01,44,0,RABA Research/Simpson,IVR/Online,,1076.0,41.0,44.0,85.0,9.0,0.4823529411764706,441.0,915.0
6,iowa,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,984.0,40.0,45.0,85.0,16.0,0.47058823529411764,394.0,836.0
7,iowa,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,329.0,48.0,48.0,96.0,4.0,0.5,158.0,316.0
8,iowa,2016-10-20,2016-10-26,6,2016-10-23,42,5,Quinnipiac,Live Phone,,791.0,44.0,44.0,88.0,6.0,0.5,348.0,696.0
9,iowa,2016-10-18,2016-10-24,6,2016-10-21,42,3,SurveyMonkey,Internet,,1229.0,40.0,44.0,84.0,16.0,0.47619047619047616,492.0,1032.0
10,iowa,2016-10-09,2016-10-16,7,2016-10-12,41,1,UPI/CVOTER,Internet,,328.0,49.0,48.0,97.0,4.0,0.5051546391752577,161.0,318.0
11,iowa,2016-10-08,2016-10-16,8,2016-10-12,41,1,WashPost/SurveyMonkey,Internet,,1135.0,44.0,49.0,93.0,0.0,0.4731182795698925,499.0,1056.0
12,iowa,2016-09-23,2016-10-13,20,2016-10-03,39,6,Ipsos/Reuters,Internet,,549.0,45.0,44.0,89.0,0.0,0.5056179775280899,247.0,489.0
13,iowa,2016-10-07,2016-10-10,3,2016-10-08,40,4,Lucid/The Times-Picayune,Internet,,917.0,41.0,37.0,78.0,12.0,0.5256410256410257,376.0,715.0
14,iowa,2016-10-03,2016-10-06,3,2016-10-04,40,0,Des Moines Register/Mediacom/Selzer,Live Phone,,642.0,39.0,43.0,82.0,10.0,0.47560975609756095,250.0,526.0
15,iowa,2016-09-19,2016-10-02,13,2016-09-25,38,5,UPI/CVOTER,Internet,,491.0,48.0,49.0,97.0,4.0,0.4948453608247423,236.0,476.0
16,iowa,2016-09-20,2016-09-22,2,2016-09-21,38,1,Loras College,Live Phone,,491.0,42.0,42.0,84.0,6.0,0.5,206.0,412.0
17,iowa,2016-09-02,2016-09-22,20,2016-09-12,36,6,Ipsos/Reuters,Internet,,521.0,41.0,51.0,92.0,0.0,0.44565217391304346,214.0,479.0
18,iowa,2016-09-13,2016-09-21,8,2016-09-17,37,4,Quinnipiac,Live Phone,,612.0,37.0,44.0,81.0,12.0,0.4567901234567901,226.0,496.0
19,iowa,2016-09-12,2016-09-14,2,2016-09-13,37,0,Monmouth University,Live Phone,,404.0,37.0,45.0,82.0,12.0,0.45121951219512196,149.0,331.0
20,iowa,2016-09-06,2016-09-08,2,2016-09-07,36,1,RABA Research/Simpson,IVR/Online,,1054.0,39.0,40.0,79.0,13.0,0.4936708860759494,411.0,833.0
21,iowa,2016-08-09,2016-09-01,23,2016-08-20,33,4,WashPost/SurveyMonkey,Internet,,1875.0,42.0,46.0,88.0,0.0,0.4772727272727273,788.0,1650.0
22,iowa,2016-08-30,2016-08-31,1,2016-08-30,35,0,PPP (D-Constitutional Responsibility Project),IVR/Online,,827.0,45.0,43.0,88.0,0.0,0.5113636363636364,372.0,728.0
23,iowa,2016-08-17,2016-08-19,2,2016-08-18,33,2,CBS/YouGov,Internet,,987.0,40.0,40.0,80.0,13.0,0.5,395.0,790.0
24,iowa,2016-08-09,2016-08-16,7,2016-08-12,32,3,Quinnipiac,Live Phone,,846.0,47.0,44.0,91.0,4.0,0.5164835164835165,398.0,770.0
25,iowa,2016-08-08,2016-08-10,2,2016-08-09,32,0,Suffolk,Live Phone,,500.0,40.0,41.0,81.0,0.0,0.49382716049382713,200.0,405.0
26,iowa,2016-08-03,2016-08-07,4,2016-08-05,31,3,NBC/WSJ/Marist,Live Phone,,899.0,41.0,37.0,78.0,13.0,0.5256410256410257,369.0,701.0
27,iowa,2016-07-13,2016-07-15,2,2016-07-14,28,2,CBS/YouGov,Internet,,998.0,39.0,40.0,79.0,12.0,0.4936708860759494,389.0,788.0
28,iowa,2016-07-08,2016-07-11,3,2016-07-09,27,4,Monmouth University,Live Phone,,401.0,42.0,44.0,86.0,9.0,0.4883720930232558,168.0,345.0
29,iowa,2016-07-05,2016-07-10,5,2016-07-07,27,2,NBC/WSJ/Marist,Live Phone,,822.0,42.0,39.0,81.0,10.0,0.5185185185185185,345.0,666.0
30,iowa,2016-07-07,2016-07-08,1,2016-07-07,27,2,Gravis Marketing,Automated Phone,,1318.0,42.0,40.0,82.0,18.0,0.5121951219512195,554.0,1081.0
31,iowa,2016-06-24,2016-06-28,4,2016-06-26,25,5,Loras College,Live Phone,,600.0,48.0,34.0,82.0,4.0,0.5853658536585366,288.0,492.0
32,iowa,2016-06-22,2016-06-23,1,2016-06-22,25,1,PPP (D-Americans United for Change/Constitutional Responsibility Project) ,IVR/Online,,897.0,41.0,39.0,80.0,0.0,0.5125,368.0,718.0
33,iowa,2016-06-09,2016-06-13,4,2016-06-11,23,4,PPP (D-Constitutional Responsibility Project),Automated Phone,,630.0,44.0,41.0,85.0,0.0,0.5176470588235295,277.0,536.0
0,north carolina,2016-11-01,2016-11-07,6,2016-11-04,44,3,SurveyMonkey,Internet,,3126.0,48.0,41.0,89.0,7.0,0.5393258426966292,1500.0,2782.0
1,north carolina,2016-11-04,2016-11-06,2,2016-11-05,44,4,NYT Upshot/Siena,Live Phone,,800.0,44.0,44.0,88.0,5.0,0.5,352.0,704.0
2,north carolina,2016-11-03,2016-11-06,3,2016-11-04,44,3,Quinnipiac,Live Phone,,870.0,47.0,45.0,92.0,5.0,0.5108695652173914,409.0,800.0
3,north carolina,2016-10-30,2016-11-06,7,2016-11-02,44,1,UPI/CVOTER,Internet,,357.0,47.0,48.0,95.0,6.0,0.49473684210526314,168.0,339.0
4,north carolina,2016-10-17,2016-11-06,20,2016-10-27,43,2,Ipsos/Reuters,Internet,,650.0,46.0,47.0,93.0,0.0,0.4946236559139785,299.0,604.0
5,north carolina,2016-11-01,2016-11-02,1,2016-11-01,44,0,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,,2596.0,45.0,48.0,93.0,4.0,0.4838709677419355,1168.0,2414.0
6,north carolina,2016-10-31,2016-11-01,1,2016-10-31,43,6,PPP (D-Center for American Progress Action Fund),IVR/Online,,1169.0,49.0,47.0,96.0,0.0,0.5104166666666666,573.0,1122.0
7,north carolina,2016-10-27,2016-11-01,5,2016-10-29,43,4,Quinnipiac,Live Phone,,602.0,47.0,44.0,91.0,4.0,0.5164835164835165,283.0,548.0
8,north carolina,2016-10-28,2016-10-31,3,2016-10-29,43,4,SurveyUSA/WRAL,IVR/Online,,659.0,44.0,51.0,95.0,3.0,0.4631578947368421,290.0,626.0
9,north carolina,2016-10-25,2016-10-31,6,2016-10-28,43,3,SurveyMonkey,Internet,,1574.0,47.0,44.0,91.0,7.0,0.5164835164835165,740.0,1432.0
10,north carolina,2016-10-30,2016-10-30,0,2016-10-30,43,5,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,,1176.0,45.0,47.0,92.0,3.0,0.4891304347826087,529.0,1082.0
11,north carolina,2016-10-23,2016-10-29,6,2016-10-26,43,1,UPI/CVOTER,Internet,,351.0,48.0,48.0,96.0,4.0,0.5,168.0,337.0
12,north carolina,2016-10-26,2016-10-28,2,2016-10-27,43,2,CBS/YouGov,Internet,,992.0,48.0,45.0,93.0,5.0,0.5161290322580645,476.0,923.0
13,north carolina,2016-10-23,2016-10-27,4,2016-10-25,43,0,Elon,Live Phone,,710.0,42.0,41.0,83.0,5.0,0.5060240963855421,298.0,589.0
14,north carolina,2016-10-25,2016-10-26,1,2016-10-25,43,0,NBC/WSJ/Marist,Live Phone,,780.0,50.0,44.0,94.0,5.0,0.5319148936170213,390.0,733.0
15,north carolina,2016-10-20,2016-10-26,6,2016-10-23,42,5,Quinnipiac,Live Phone,,702.0,47.0,43.0,90.0,6.0,0.5222222222222223,330.0,632.0
